datetime,Q,year,month,day
1978-07-09,11800,1978,7,9
1978-07-10,12900,1978,7,10
1978-07-11,12600,1978,7,11
1978-07-12,11800,1978,7,12
1978-07-13,12900,1978,7,13
1978-07-14,13600,1978,7,14
1978-07-15,10000,1978,7,15
1978-07-16,9860,1978,7,16
1978-07-17,12500,1978,7,17
1978-07-18,13600,1978,7,18
1978-07-19,12600,1978,7,19
1978-07-20,12800,1978,7,20
1978-07-21,10700,1978,7,21
1978-07-22,10200,1978,7,22
1978-07-23,6400,1978,7,23
1978-07-24,8950,1978,7,24
1978-07-25,13700,1978,7,25
1978-07-26,14000,1978,7,26
1978-07-27,15700,1978,7,27
1978-07-28,14300,1978,7,28
1978-07-29,10500,1978,7,29
1978-07-30,11100,1978,7,30
1978-07-31,14100,1978,7,31
1978-08-01,13400,1978,8,1
1978-08-02,13400,1978,8,2
1978-08-03,15100,1978,8,3
1978-08-04,15700,1978,8,4
1978-08-05,14100,1978,8,5
1978-08-06,13800,1978,8,6
1978-08-07,17500,1978,8,7
1978-08-08,19400,1978,8,8
1978-08-09,18000,1978,8,9
1978-08-10,15900,1978,8,10
1978-08-11,17500,1978,8,11
1978-08-12,16200,1978,8,12
1978-08-13,15400,1978,8,13
1978-08-14,14400,1978,8,14
1978-08-15,17200,1978,8,15
1978-08-16,20300,1978,8,16
1978-08-17,19900,1978,8,17
1978-08-18,17700,1978,8,18
1978-08-19,12500,1978,8,19
1978-08-20,16100,1978,8,20
1978-08-21,19800,1978,8,21
1978-08-22,19700,1978,8,22
1978-08-23,21200,1978,8,23
1978-08-24,22000,1978,8,24
1978-08-25,23100,1978,8,25
1978-08-26,18200,1978,8,26
1978-08-27,14200,1978,8,27
1978-08-28,19600,1978,8,28
1978-08-29,17700,1978,8,29
1978-08-30,17800,1978,8,30
1978-08-31,20100,1978,8,31
1978-09-01,20000,1978,9,1
1978-09-02,16000,1978,9,2
1978-09-03,16600,1978,9,3
1978-09-04,18300,1978,9,4
1978-09-05,21000,1978,9,5
1978-09-06,23500,1978,9,6
1978-09-07,23700,1978,9,7
1978-09-08,23600,1978,9,8
1978-09-09,17200,1978,9,9
1978-09-10,18500,1978,9,10
1978-09-11,19800,1978,9,11
1978-09-12,17700,1978,9,12
1978-09-13,16500,1978,9,13
1978-09-14,17600,1978,9,14
1978-09-15,14900,1978,9,15
1978-09-16,11700,1978,9,16
1978-09-17,9700,1978,9,17
1978-09-18,11700,1978,9,18
1978-09-19,11300,1978,9,19
1978-09-20,13100,1978,9,20
1978-09-21,14100,1978,9,21
1978-09-22,13000,1978,9,22
1978-09-23,13000,1978,9,23
1978-09-24,13500,1978,9,24
1978-09-25,16200,1978,9,25
1978-09-26,16100,1978,9,26
1978-09-27,15200,1978,9,27
1978-09-28,17100,1978,9,28
1978-09-29,16200,1978,9,29
1978-09-30,11500,1978,9,30
1978-10-01,8070,1978,10,1
1978-10-02,12300,1978,10,2
1978-10-03,8620,1978,10,3
1978-10-04,8960,1978,10,4
1978-10-05,9010,1978,10,5
1978-10-06,12000,1978,10,6
1978-10-07,10200,1978,10,7
1978-10-08,4910,1978,10,8
1978-10-09,7520,1978,10,9
1978-10-10,10600,1978,10,10
1978-10-11,12300,1978,10,11
1978-10-12,16300,1978,10,12
1978-10-13,15700,1978,10,13
1978-10-14,7350,1978,10,14
1978-10-15,3510,1978,10,15
1978-10-16,10500,1978,10,16
1978-10-17,14400,1978,10,17
1978-10-18,12900,1978,10,18
1978-10-19,14100,1978,10,19
1978-10-20,11600,1978,10,20
1978-10-21,6690,1978,10,21
1978-10-22,15800,1978,10,22
1978-10-23,19100,1978,10,23
1978-10-24,17500,1978,10,24
1978-10-25,14500,1978,10,25
1978-10-26,9610,1978,10,26
1978-10-27,10600,1978,10,27
1978-10-28,12400,1978,10,28
1978-10-29,5720,1978,10,29
1978-10-30,9310,1978,10,30
1978-10-31,13000,1978,10,31
1978-11-01,10100,1978,11,1
1978-11-02,9460,1978,11,2
1978-11-03,5890,1978,11,3
1978-11-04,2640,1978,11,4
1978-11-05,1730,1978,11,5
1978-11-06,5730,1978,11,6
1978-11-07,6190,1978,11,7
1978-11-08,5700,1978,11,8
1978-11-09,7470,1978,11,9
1978-11-10,9380,1978,11,10
1978-11-11,9780,1978,11,11
1978-11-12,8140,1978,11,12
1978-11-13,15300,1978,11,13
1978-11-14,16500,1978,11,14
1978-11-15,19000,1978,11,15
1978-11-16,16400,1978,11,16
1978-11-17,14800,1978,11,17
1978-11-18,9790,1978,11,18
1978-11-19,11300,1978,11,19
1978-11-20,18600,1978,11,20
1978-11-21,16800,1978,11,21
1978-11-22,15300,1978,11,22
1978-11-23,6910,1978,11,23
1978-11-24,10400,1978,11,24
1978-11-25,11000,1978,11,25
1978-11-26,11900,1978,11,26
1978-11-27,17200,1978,11,27
1978-11-28,17000,1978,11,28
1978-11-29,14000,1978,11,29
1978-11-30,14000,1978,11,30
1978-12-01,11200,1978,12,1
1978-12-02,10600,1978,12,2
1978-12-03,11200,1978,12,3
1978-12-04,16900,1978,12,4
1978-12-05,16300,1978,12,5
1978-12-06,18700,1978,12,6
1978-12-07,17300,1978,12,7
1978-12-08,21400,1978,12,8
1978-12-09,19800,1978,12,9
1978-12-10,17100,1978,12,10
1978-12-11,16400,1978,12,11
1978-12-12,19600,1978,12,12
1978-12-13,19400,1978,12,13
1978-12-14,18400,1978,12,14
1978-12-15,17100,1978,12,15
1978-12-16,11400,1978,12,16
1978-12-17,8030,1978,12,17
1978-12-18,11700,1978,12,18
1978-12-19,14900,1978,12,19
1978-12-20,17000,1978,12,20
1978-12-21,17900,1978,12,21
1978-12-22,13900,1978,12,22
1978-12-23,7790,1978,12,23
1978-12-24,4060,1978,12,24
1978-12-25,3080,1978,12,25
1978-12-26,13000,1978,12,26
1978-12-27,18300,1978,12,27
1978-12-28,16700,1978,12,28
1978-12-29,19700,1978,12,29
1978-12-30,13300,1978,12,30
1978-12-31,6060,1978,12,31
1979-01-01,9730,1979,1,1
1979-01-02,19100,1979,1,2
1979-01-03,19000,1979,1,3
1979-01-04,18300,1979,1,4
1979-01-05,18400,1979,1,5
1979-01-06,14400,1979,1,6
1979-01-07,10300,1979,1,7
1979-01-08,17700,1979,1,8
1979-01-09,18300,1979,1,9
1979-01-10,15300,1979,1,10
1979-01-11,19600,1979,1,11
1979-01-12,19900,1979,1,12
1979-01-13,16100,1979,1,13
1979-01-14,13100,1979,1,14
1979-01-15,16800,1979,1,15
1979-01-16,19300,1979,1,16
1979-01-17,21500,1979,1,17
1979-01-18,18100,1979,1,18
1979-01-19,17300,1979,1,19
1979-01-20,9750,1979,1,20
1979-01-21,6470,1979,1,21
1979-01-22,12200,1979,1,22
1979-01-23,16300,1979,1,23
1979-01-24,17500,1979,1,24
1979-01-25,16700,1979,1,25
1979-01-26,19900,1979,1,26
1979-01-27,14300,1979,1,27
1979-01-28,12900,1979,1,28
1979-01-29,20200,1979,1,29
1979-01-30,22700,1979,1,30
1979-01-31,22300,1979,1,31
1979-02-01,20100,1979,2,1
1979-02-02,20400,1979,2,2
1979-02-03,17700,1979,2,3
1979-02-04,12600,1979,2,4
1979-02-05,18200,1979,2,5
1979-02-06,21400,1979,2,6
1979-02-07,20200,1979,2,7
1979-02-08,18100,1979,2,8
1979-02-09,17000,1979,2,9
1979-02-10,12800,1979,2,10
1979-02-11,9980,1979,2,11
1979-02-12,14400,1979,2,12
1979-02-13,11000,1979,2,13
1979-02-14,11700,1979,2,14
1979-02-15,17500,1979,2,15
1979-02-16,21300,1979,2,16
1979-02-17,14400,1979,2,17
1979-02-18,5370,1979,2,18
1979-02-19,7600,1979,2,19
1979-02-20,10600,1979,2,20
1979-02-21,12000,1979,2,21
1979-02-22,11200,1979,2,22
1979-02-23,10900,1979,2,23
1979-02-24,5140,1979,2,24
1979-02-25,5010,1979,2,25
1979-02-26,10200,1979,2,26
1979-02-27,9440,1979,2,27
1979-02-28,10000,1979,2,28
1979-03-01,9970,1979,3,1
1979-03-02,10000,1979,3,2
1979-03-03,7280,1979,3,3
1979-03-04,5360,1979,3,4
1979-03-05,6630,1979,3,5
1979-03-06,4610,1979,3,6
1979-03-07,1100,1979,3,7
1979-03-08,1260,1979,3,8
1979-03-09,1300,1979,3,9
1979-03-10,908,1979,3,10
1979-03-11,1170,1979,3,11
1979-03-12,1030,1979,3,12
1979-03-13,1200,1979,3,13
1979-03-14,1020,1979,3,14
1979-03-15,1210,1979,3,15
1979-03-16,1030,1979,3,16
1979-03-17,924,1979,3,17
1979-03-18,878,1979,3,18
1979-03-19,2670,1979,3,19
1979-03-20,2650,1979,3,20
1979-03-21,5220,1979,3,21
1979-03-22,6600,1979,3,22
1979-03-23,3540,1979,3,23
1979-03-24,1620,1979,3,24
1979-03-25,1150,1979,3,25
1979-03-26,2610,1979,3,26
1979-03-27,5190,1979,3,27
1979-03-28,3840,1979,3,28
1979-03-29,3350,1979,3,29
1979-03-30,4890,1979,3,30
1979-03-31,2830,1979,3,31
1979-04-01,2180,1979,4,1
1979-04-02,6620,1979,4,2
1979-04-03,8220,1979,4,3
1979-04-04,4720,1979,4,4
1979-04-05,2220,1979,4,5
1979-04-06,1340,1979,4,6
1979-04-07,1210,1979,4,7
1979-04-08,1270,1979,4,8
1979-04-09,5240,1979,4,9
1979-04-10,7970,1979,4,10
1979-04-11,10200,1979,4,11
1979-04-12,5380,1979,4,12
1979-04-13,5110,1979,4,13
1979-04-14,6050,1979,4,14
1979-04-15,6060,1979,4,15
1979-04-16,6140,1979,4,16
1979-04-17,6170,1979,4,17
1979-04-18,6040,1979,4,18
1979-04-19,6210,1979,4,19
1979-04-20,6260,1979,4,20
1979-04-21,6190,1979,4,21
1979-04-22,7080,1979,4,22
1979-04-23,9200,1979,4,23
1979-04-24,7160,1979,4,24
1979-04-25,6090,1979,4,25
1979-04-26,6550,1979,4,26
1979-04-27,6500,1979,4,27
1979-04-28,6100,1979,4,28
1979-04-29,6420,1979,4,29
1979-04-30,6240,1979,4,30
1979-05-01,6320,1979,5,1
1979-05-02,6150,1979,5,2
1979-05-03,5850,1979,5,3
1979-05-04,6080,1979,5,4
1979-05-05,5900,1979,5,5
1979-05-06,5780,1979,5,6
1979-05-07,6320,1979,5,7
1979-05-08,6180,1979,5,8
1979-05-09,6370,1979,5,9
1979-05-10,5880,1979,5,10
1979-05-11,6110,1979,5,11
1979-05-12,5660,1979,5,12
1979-05-13,5680,1979,5,13
1979-05-14,6720,1979,5,14
1979-05-15,6300,1979,5,15
1979-05-16,7840,1979,5,16
1979-05-17,8350,1979,5,17
1979-05-18,7580,1979,5,18
1979-05-19,7550,1979,5,19
1979-05-20,6180,1979,5,20
1979-05-21,8110,1979,5,21
1979-05-22,14900,1979,5,22
1979-05-23,16300,1979,5,23
1979-05-24,15700,1979,5,24
1979-05-25,15800,1979,5,25
1979-05-26,12700,1979,5,26
1979-05-27,9060,1979,5,27
1979-05-28,7470,1979,5,28
1979-05-29,10100,1979,5,29
1979-05-30,11100,1979,5,30
1979-05-31,10800,1979,5,31
1979-06-01,8860,1979,6,1
1979-06-02,7960,1979,6,2
1979-06-03,6070,1979,6,3
1979-06-04,8430,1979,6,4
1979-06-05,7680,1979,6,5
1979-06-06,10200,1979,6,6
1979-06-07,10600,1979,6,7
1979-06-08,10200,1979,6,8
1979-06-09,6970,1979,6,9
1979-06-10,7720,1979,6,10
1979-06-11,11700,1979,6,11
1979-06-12,14400,1979,6,12
1979-06-13,16100,1979,6,13
1979-06-14,14300,1979,6,14
1979-06-15,13200,1979,6,15
1979-06-16,10400,1979,6,16
1979-06-17,8000,1979,6,17
1979-06-18,8970,1979,6,18
1979-06-19,6940,1979,6,19
1979-06-20,7690,1979,6,20
1979-06-21,10100,1979,6,21
1979-06-22,10500,1979,6,22
1979-06-23,8370,1979,6,23
1979-06-24,8820,1979,6,24
1979-06-25,11100,1979,6,25
1979-06-26,12300,1979,6,26
1979-06-27,11400,1979,6,27
1979-06-28,11100,1979,6,28
1979-06-29,14000,1979,6,29
1979-06-30,15600,1979,6,30
1979-07-01,12000,1979,7,1
1979-07-02,14100,1979,7,2
1979-07-03,9720,1979,7,3
1979-07-04,6390,1979,7,4
1979-07-05,9460,1979,7,5
1979-07-06,11100,1979,7,6
1979-07-07,8530,1979,7,7
1979-07-08,8960,1979,7,8
1979-07-09,12500,1979,7,9
1979-07-10,13900,1979,7,10
1979-07-11,14300,1979,7,11
1979-07-12,14000,1979,7,12
1979-07-13,14100,1979,7,13
1979-07-14,13500,1979,7,14
1979-07-15,12100,1979,7,15
1979-07-16,14600,1979,7,16
1979-07-17,12600,1979,7,17
1979-07-18,12000,1979,7,18
1979-07-19,12800,1979,7,19
1979-07-20,12200,1979,7,20
1979-07-21,17000,1979,7,21
1979-07-22,16800,1979,7,22
1979-07-23,16200,1979,7,23
1979-07-24,16900,1979,7,24
1979-07-25,17800,1979,7,25
1979-07-26,19100,1979,7,26
1979-07-27,19100,1979,7,27
1979-07-28,19200,1979,7,28
1979-07-29,16800,1979,7,29
1979-07-30,17600,1979,7,30
1979-07-31,18000,1979,7,31
1979-08-01,17300,1979,8,1
1979-08-02,20600,1979,8,2
1979-08-03,20700,1979,8,3
1979-08-04,21200,1979,8,4
1979-08-05,20400,1979,8,5
1979-08-06,22800,1979,8,6
1979-08-07,23600,1979,8,7
1979-08-08,21900,1979,8,8
1979-08-09,20900,1979,8,9
1979-08-10,19600,1979,8,10
1979-08-11,15000,1979,8,11
1979-08-12,14600,1979,8,12
1979-08-13,10400,1979,8,13
1979-08-14,10100,1979,8,14
1979-08-15,9020,1979,8,15
1979-08-16,16100,1979,8,16
1979-08-17,19800,1979,8,17
1979-08-18,17200,1979,8,18
1979-08-19,14600,1979,8,19
1979-08-20,20100,1979,8,20
1979-08-21,13700,1979,8,21
1979-08-22,13600,1979,8,22
1979-08-23,12300,1979,8,23
1979-08-24,14000,1979,8,24
1979-08-25,15100,1979,8,25
1979-08-26,18900,1979,8,26
1979-08-27,21500,1979,8,27
1979-08-28,20200,1979,8,28
1979-08-29,16400,1979,8,29
1979-08-30,17500,1979,8,30
1979-08-31,17200,1979,8,31
1979-09-01,14200,1979,9,1
1979-09-02,9460,1979,9,2
1979-09-03,12000,1979,9,3
1979-09-04,15400,1979,9,4
1979-09-05,16100,1979,9,5
1979-09-06,15800,1979,9,6
1979-09-07,14300,1979,9,7
1979-09-08,14300,1979,9,8
1979-09-09,16300,1979,9,9
1979-09-10,16500,1979,9,10
1979-09-11,11700,1979,9,11
1979-09-12,10700,1979,9,12
1979-09-13,9790,1979,9,13
1979-09-14,7870,1979,9,14
1979-09-15,6750,1979,9,15
1979-09-16,6340,1979,9,16
1979-09-17,8690,1979,9,17
1979-09-18,9890,1979,9,18
1979-09-19,9590,1979,9,19
1979-09-20,10600,1979,9,20
1979-09-21,9700,1979,9,21
1979-09-22,12000,1979,9,22
1979-09-23,9150,1979,9,23
1979-09-24,12800,1979,9,24
1979-09-25,12700,1979,9,25
1979-09-26,12900,1979,9,26
1979-09-27,11100,1979,9,27
1979-09-28,9290,1979,9,28
1979-09-29,11300,1979,9,29
1979-09-30,8820,1979,9,30
1979-10-01,9500,1979,10,1
1979-10-02,12800,1979,10,2
1979-10-03,11300,1979,10,3
1979-10-04,9470,1979,10,4
1979-10-05,11100,1979,10,5
1979-10-06,8450,1979,10,6
1979-10-07,5060,1979,10,7
1979-10-08,11500,1979,10,8
1979-10-09,12700,1979,10,9
1979-10-10,14100,1979,10,10
1979-10-11,15600,1979,10,11
1979-10-12,13700,1979,10,12
1979-10-13,9170,1979,10,13
1979-10-14,3910,1979,10,14
1979-10-15,5980,1979,10,15
1979-10-16,5720,1979,10,16
1979-10-17,7040,1979,10,17
1979-10-18,7910,1979,10,18
1979-10-19,7300,1979,10,19
1979-10-20,2980,1979,10,20
1979-10-21,4310,1979,10,21
1979-10-22,10500,1979,10,22
1979-10-23,15200,1979,10,23
1979-10-24,14100,1979,10,24
1979-10-25,9380,1979,10,25
1979-10-26,9700,1979,10,26
1979-10-27,6230,1979,10,27
1979-10-28,7580,1979,10,28
1979-10-29,16100,1979,10,29
1979-10-30,18400,1979,10,30
1979-10-31,14700,1979,10,31
1979-11-01,17600,1979,11,1
1979-11-02,18000,1979,11,2
1979-11-03,14800,1979,11,3
1979-11-04,13000,1979,11,4
1979-11-05,15500,1979,11,5
1979-11-06,17200,1979,11,6
1979-11-07,17800,1979,11,7
1979-11-08,14300,1979,11,8
1979-11-09,17600,1979,11,9
1979-11-10,15200,1979,11,10
1979-11-11,5900,1979,11,11
1979-11-12,12900,1979,11,12
1979-11-13,13800,1979,11,13
1979-11-14,14100,1979,11,14
1979-11-15,13400,1979,11,15
1979-11-16,11400,1979,11,16
1979-11-17,8400,1979,11,17
1979-11-18,6640,1979,11,18
1979-11-19,11200,1979,11,19
1979-11-20,18500,1979,11,20
1979-11-21,14700,1979,11,21
1979-11-22,9550,1979,11,22
1979-11-23,7910,1979,11,23
1979-11-24,14200,1979,11,24
1979-11-25,12700,1979,11,25
1979-11-26,13200,1979,11,26
1979-11-27,11200,1979,11,27
1979-11-28,12600,1979,11,28
1979-11-29,14500,1979,11,29
1979-11-30,16500,1979,11,30
1979-12-01,15200,1979,12,1
1979-12-02,15500,1979,12,2
1979-12-03,14300,1979,12,3
1979-12-04,13600,1979,12,4
1979-12-05,9520,1979,12,5
1979-12-06,12100,1979,12,6
1979-12-07,12800,1979,12,7
1979-12-08,9770,1979,12,8
1979-12-09,7600,1979,12,9
1979-12-10,17200,1979,12,10
1979-12-11,18300,1979,12,11
1979-12-12,16200,1979,12,12
1979-12-13,16000,1979,12,13
1979-12-14,14300,1979,12,14
1979-12-15,7600,1979,12,15
1979-12-16,6380,1979,12,16
1979-12-17,8220,1979,12,17
1979-12-18,10300,1979,12,18
1979-12-19,9920,1979,12,19
1979-12-20,10100,1979,12,20
1979-12-21,10000,1979,12,21
1979-12-22,5120,1979,12,22
1979-12-23,6560,1979,12,23
1979-12-24,8960,1979,12,24
1979-12-25,2020,1979,12,25
1979-12-26,10400,1979,12,26
1979-12-27,11400,1979,12,27
1979-12-28,12500,1979,12,28
1979-12-29,4790,1979,12,29
1979-12-30,2530,1979,12,30
1979-12-31,2130,1979,12,31
1980-01-01,2650,1980,1,1
1980-01-02,8560,1980,1,2
1980-01-03,9480,1980,1,3
1980-01-04,10200,1980,1,4
1980-01-05,10700,1980,1,5
1980-01-06,6670,1980,1,6
1980-01-07,12900,1980,1,7
1980-01-08,14400,1980,1,8
1980-01-09,16500,1980,1,9
1980-01-10,7910,1980,1,10
1980-01-11,10500,1980,1,11
1980-01-12,3680,1980,1,12
1980-01-13,1130,1980,1,13
1980-01-14,2150,1980,1,14
1980-01-15,5190,1980,1,15
1980-01-16,6800,1980,1,16
1980-01-17,8130,1980,1,17
1980-01-18,12300,1980,1,18
1980-01-19,14000,1980,1,19
1980-01-20,10600,1980,1,20
1980-01-21,14800,1980,1,21
1980-01-22,10200,1980,1,22
1980-01-23,10300,1980,1,23
1980-01-24,8140,1980,1,24
1980-01-25,5810,1980,1,25
1980-01-26,8880,1980,1,26
1980-01-27,7090,1980,1,27
1980-01-28,14000,1980,1,28
1980-01-29,17100,1980,1,29
1980-01-30,18800,1980,1,30
1980-01-31,15000,1980,1,31
1980-02-01,13100,1980,2,1
1980-02-02,10400,1980,2,2
1980-02-03,6610,1980,2,3
1980-02-04,8950,1980,2,4
1980-02-05,12300,1980,2,5
1980-02-06,12100,1980,2,6
1980-02-07,8450,1980,2,7
1980-02-08,11300,1980,2,8
1980-02-09,14200,1980,2,9
1980-02-10,13400,1980,2,10
1980-02-11,12700,1980,2,11
1980-02-12,10100,1980,2,12
1980-02-13,11300,1980,2,13
1980-02-14,12300,1980,2,14
1980-02-15,12700,1980,2,15
1980-02-16,10600,1980,2,16
1980-02-17,7780,1980,2,17
1980-02-18,12200,1980,2,18
1980-02-19,8780,1980,2,19
1980-02-20,10800,1980,2,20
1980-02-21,13200,1980,2,21
1980-02-22,13300,1980,2,22
1980-02-23,11000,1980,2,23
1980-02-24,9050,1980,2,24
1980-02-25,11200,1980,2,25
1980-02-26,8510,1980,2,26
1980-02-27,9370,1980,2,27
1980-02-28,7320,1980,2,28
1980-02-29,7170,1980,2,29
1980-03-01,7650,1980,3,1
1980-03-02,4460,1980,3,2
1980-03-03,6810,1980,3,3
1980-03-04,9520,1980,3,4
1980-03-05,9810,1980,3,5
1980-03-06,7240,1980,3,6
1980-03-07,6020,1980,3,7
1980-03-08,7660,1980,3,8
1980-03-09,3680,1980,3,9
1980-03-10,11000,1980,3,10
1980-03-11,12600,1980,3,11
1980-03-12,8900,1980,3,12
1980-03-13,8050,1980,3,13
1980-03-14,8610,1980,3,14
1980-03-15,9540,1980,3,15
1980-03-16,9490,1980,3,16
1980-03-17,12700,1980,3,17
1980-03-18,11500,1980,3,18
1980-03-19,14700,1980,3,19
1980-03-20,14300,1980,3,20
1980-03-21,12700,1980,3,21
1980-03-22,8660,1980,3,22
1980-03-23,9380,1980,3,23
1980-03-24,13600,1980,3,24
1980-03-25,16200,1980,3,25
1980-03-26,15700,1980,3,26
1980-03-27,11400,1980,3,27
1980-03-28,7550,1980,3,28
1980-03-29,6130,1980,3,29
1980-03-30,5310,1980,3,30
1980-03-31,14500,1980,3,31
1980-04-01,15300,1980,4,1
1980-04-02,15200,1980,4,2
1980-04-03,11100,1980,4,3
1980-04-04,12900,1980,4,4
1980-04-05,9680,1980,4,5
1980-04-06,9700,1980,4,6
1980-04-07,14100,1980,4,7
1980-04-08,18200,1980,4,8
1980-04-09,13600,1980,4,9
1980-04-10,15000,1980,4,10
1980-04-11,17400,1980,4,11
1980-04-12,11900,1980,4,12
1980-04-13,20800,1980,4,13
1980-04-14,17800,1980,4,14
1980-04-15,16900,1980,4,15
1980-04-16,18200,1980,4,16
1980-04-17,15200,1980,4,17
1980-04-18,15900,1980,4,18
1980-04-19,9910,1980,4,19
1980-04-20,6750,1980,4,20
1980-04-21,11300,1980,4,21
1980-04-22,13400,1980,4,22
1980-04-23,17600,1980,4,23
1980-04-24,17800,1980,4,24
1980-04-25,18500,1980,4,25
1980-04-26,14300,1980,4,26
1980-04-27,11200,1980,4,27
1980-04-28,16200,1980,4,28
1980-04-29,14000,1980,4,29
1980-04-30,15300,1980,4,30
1980-05-01,14100,1980,5,1
1980-05-02,11500,1980,5,2
1980-05-03,11700,1980,5,3
1980-05-04,8810,1980,5,4
1980-05-05,10700,1980,5,5
1980-05-06,12500,1980,5,6
1980-05-07,11600,1980,5,7
1980-05-08,11200,1980,5,8
1980-05-09,10100,1980,5,9
1980-05-10,8450,1980,5,10
1980-05-11,7230,1980,5,11
1980-05-12,9840,1980,5,12
1980-05-13,10800,1980,5,13
1980-05-14,15700,1980,5,14
1980-05-15,12000,1980,5,15
1980-05-16,12800,1980,5,16
1980-05-17,16800,1980,5,17
1980-05-18,16900,1980,5,18
1980-05-19,19400,1980,5,19
1980-05-20,12800,1980,5,20
1980-05-21,11800,1980,5,21
1980-05-22,11900,1980,5,22
1980-05-23,16800,1980,5,23
1980-05-24,16800,1980,5,24
1980-05-25,11100,1980,5,25
1980-05-26,15800,1980,5,26
1980-05-27,19000,1980,5,27
1980-05-28,19000,1980,5,28
1980-05-29,19600,1980,5,29
1980-05-30,20500,1980,5,30
1980-05-31,19000,1980,5,31
1980-06-01,12000,1980,6,1
1980-06-02,18900,1980,6,2
1980-06-03,19100,1980,6,3
1980-06-04,18100,1980,6,4
1980-06-05,21600,1980,6,5
1980-06-06,21700,1980,6,6
1980-06-07,20300,1980,6,7
1980-06-08,20900,1980,6,8
1980-06-09,24800,1980,6,9
1980-06-10,26200,1980,6,10
1980-06-11,26400,1980,6,11
1980-06-12,25800,1980,6,12
1980-06-13,28100,1980,6,13
1980-06-14,29600,1980,6,14
1980-06-15,23900,1980,6,15
1980-06-16,26900,1980,6,16
1980-06-17,30700,1980,6,17
1980-06-18,29700,1980,6,18
1980-06-19,25200,1980,6,19
1980-06-20,21700,1980,6,20
1980-06-21,6880,1980,6,21
1980-06-22,13400,1980,6,22
1980-06-23,24400,1980,6,23
1980-06-24,32800,1980,6,24
1980-06-25,25300,1980,6,25
1980-06-26,31100,1980,6,26
1980-06-27,34500,1980,6,27
1980-06-28,34100,1980,6,28
1980-06-29,34200,1980,6,29
1980-06-30,33900,1980,6,30
1980-07-01,34200,1980,7,1
1980-07-02,31400,1980,7,2
1980-07-03,29100,1980,7,3
1980-07-04,27000,1980,7,4
1980-07-05,27700,1980,7,5
1980-07-06,28000,1980,7,6
1980-07-07,28800,1980,7,7
1980-07-08,27900,1980,7,8
1980-07-09,25500,1980,7,9
1980-07-10,26600,1980,7,10
1980-07-11,25800,1980,7,11
1980-07-12,26100,1980,7,12
1980-07-13,24600,1980,7,13
1980-07-14,24400,1980,7,14
1980-07-15,23800,1980,7,15
1980-07-16,26400,1980,7,16
1980-07-17,25100,1980,7,17
1980-07-18,24300,1980,7,18
1980-07-19,23100,1980,7,19
1980-07-20,23300,1980,7,20
1980-07-21,23700,1980,7,21
1980-07-22,23500,1980,7,22
1980-07-23,24500,1980,7,23
1980-07-24,24100,1980,7,24
1980-07-25,22800,1980,7,25
1980-07-26,22500,1980,7,26
1980-07-27,24400,1980,7,27
1980-07-28,25300,1980,7,28
1980-07-29,24800,1980,7,29
1980-07-30,25500,1980,7,30
1980-07-31,24900,1980,7,31
1980-08-01,24100,1980,8,1
1980-08-02,24500,1980,8,2
1980-08-03,22500,1980,8,3
1980-08-04,22500,1980,8,4
1980-08-05,22600,1980,8,5
1980-08-06,22800,1980,8,6
1980-08-07,22800,1980,8,7
1980-08-08,19400,1980,8,8
1980-08-09,25100,1980,8,9
1980-08-10,22800,1980,8,10
1980-08-11,23600,1980,8,11
1980-08-12,24000,1980,8,12
1980-08-13,23800,1980,8,13
1980-08-14,24000,1980,8,14
1980-08-15,23200,1980,8,15
1980-08-16,21100,1980,8,16
1980-08-17,20800,1980,8,17
1980-08-18,21200,1980,8,18
1980-08-19,20600,1980,8,19
1980-08-20,20900,1980,8,20
1980-08-21,16000,1980,8,21
1980-08-22,20700,1980,8,22
1980-08-23,20800,1980,8,23
1980-08-24,18900,1980,8,24
1980-08-25,19700,1980,8,25
1980-08-26,15200,1980,8,26
1980-08-27,18800,1980,8,27
1980-08-28,16200,1980,8,28
1980-08-29,15400,1980,8,29
1980-08-30,15400,1980,8,30
1980-08-31,15200,1980,8,31
1980-09-01,15300,1980,9,1
1980-09-02,18400,1980,9,2
1980-09-03,14700,1980,9,3
1980-09-04,20800,1980,9,4
1980-09-05,19900,1980,9,5
1980-09-06,16100,1980,9,6
1980-09-07,17900,1980,9,7
1980-09-08,19300,1980,9,8
1980-09-09,19100,1980,9,9
1980-09-10,18700,1980,9,10
1980-09-11,19200,1980,9,11
1980-09-12,19900,1980,9,12
1980-09-13,15100,1980,9,13
1980-09-14,13800,1980,9,14
1980-09-15,18000,1980,9,15
1980-09-16,16500,1980,9,16
1980-09-17,14000,1980,9,17
1980-09-18,16600,1980,9,18
1980-09-19,18000,1980,9,19
1980-09-20,16700,1980,9,20
1980-09-21,14300,1980,9,21
1980-09-22,15900,1980,9,22
1980-09-23,15600,1980,9,23
1980-09-24,15200,1980,9,24
1980-09-25,14100,1980,9,25
1980-09-26,11600,1980,9,26
1980-09-27,14600,1980,9,27
1980-09-28,14200,1980,9,28
1980-09-29,16800,1980,9,29
1980-09-30,14400,1980,9,30
1980-10-01,8160,1980,10,1
1980-10-02,11100,1980,10,2
1980-10-03,12200,1980,10,3
1980-10-04,9520,1980,10,4
1980-10-05,12600,1980,10,5
1980-10-06,17300,1980,10,6
1980-10-07,16400,1980,10,7
