datetime,Q,year,month,day
1934-02-13,6030,1934,2,13
1934-02-14,6220,1934,2,14
1934-02-15,6130,1934,2,15
1934-02-16,5970,1934,2,16
1934-02-17,5630,1934,2,17
1934-02-18,5360,1934,2,18
1934-02-19,5270,1934,2,19
1934-02-20,5160,1934,2,20
1934-02-21,5040,1934,2,21
1934-02-22,5360,1934,2,22
1934-02-23,5630,1934,2,23
1934-02-24,6030,1934,2,24
1934-02-25,5850,1934,2,25
1934-02-26,6000,1934,2,26
1934-02-27,5970,1934,2,27
1934-02-28,6100,1934,2,28
1934-03-01,6160,1934,3,1
1934-03-02,5940,1934,3,2
1934-03-03,5650,1934,3,3
1934-03-04,5400,1934,3,4
1934-03-05,5300,1934,3,5
1934-03-06,5300,1934,3,6
1934-03-07,5200,1934,3,7
1934-03-08,5200,1934,3,8
1934-03-09,5100,1934,3,9
1934-03-10,5050,1934,3,10
1934-03-11,4900,1934,3,11
1934-03-12,5050,1934,3,12
1934-03-13,5150,1934,3,13
1934-03-14,5250,1934,3,14
1934-03-15,5350,1934,3,15
1934-03-16,5300,1934,3,16
1934-03-17,5350,1934,3,17
1934-03-18,5450,1934,3,18
1934-03-19,5550,1934,3,19
1934-03-20,5450,1934,3,20
1934-03-21,5700,1934,3,21
1934-03-22,5750,1934,3,22
1934-03-23,5700,1934,3,23
1934-03-24,5600,1934,3,24
1934-03-25,5500,1934,3,25
1934-03-26,5450,1934,3,26
1934-03-27,5500,1934,3,27
1934-03-28,5400,1934,3,28
1934-03-29,5500,1934,3,29
1934-03-30,5500,1934,3,30
1934-03-31,5150,1934,3,31
1934-04-01,5050,1934,4,1
1934-04-02,4900,1934,4,2
1934-04-03,5220,1934,4,3
1934-04-04,5480,1934,4,4
1934-04-05,5720,1934,4,5
1934-04-06,5840,1934,4,6
1934-04-07,5810,1934,4,7
1934-04-08,5780,1934,4,8
1934-04-09,5660,1934,4,9
1934-04-10,5690,1934,4,10
1934-04-11,5390,1934,4,11
1934-04-12,5300,1934,4,12
1934-04-13,4960,1934,4,13
1934-04-14,4960,1934,4,14
1934-04-15,5100,1934,4,15
1934-04-16,6290,1934,4,16
1934-04-17,7330,1934,4,17
1934-04-18,7860,1934,4,18
1934-04-19,9480,1934,4,19
1934-04-20,9330,1934,4,20
1934-04-21,8960,1934,4,21
1934-04-22,8810,1934,4,22
1934-04-23,8580,1934,4,23
1934-04-24,9290,1934,4,24
1934-04-25,10300,1934,4,25
1934-04-26,10800,1934,4,26
1934-04-27,11700,1934,4,27
1934-04-28,12200,1934,4,28
1934-04-29,12900,1934,4,29
1934-04-30,13900,1934,4,30
1934-05-01,14400,1934,5,1
1934-05-02,14200,1934,5,2
1934-05-03,13600,1934,5,3
1934-05-04,14200,1934,5,4
1934-05-05,15500,1934,5,5
1934-05-06,15600,1934,5,6
1934-05-07,14400,1934,5,7
1934-05-08,13800,1934,5,8
1934-05-09,13200,1934,5,9
1934-05-10,14100,1934,5,10
1934-05-11,16700,1934,5,11
1934-05-12,19900,1934,5,12
1934-05-13,22500,1934,5,13
1934-05-14,24200,1934,5,14
1934-05-15,24600,1934,5,15
1934-05-16,24700,1934,5,16
1934-05-17,23900,1934,5,17
1934-05-18,21400,1934,5,18
1934-05-19,19500,1934,5,19
1934-05-20,19500,1934,5,20
1934-05-21,19500,1934,5,21
1934-05-22,19300,1934,5,22
1934-05-23,18800,1934,5,23
1934-05-24,18200,1934,5,24
1934-05-25,17600,1934,5,25
1934-05-26,16700,1934,5,26
1934-05-27,15400,1934,5,27
1934-05-28,14900,1934,5,28
1934-05-29,17400,1934,5,29
1934-05-30,16900,1934,5,30
1934-05-31,18200,1934,5,31
1934-06-01,16800,1934,6,1
1934-06-02,16700,1934,6,2
1934-06-03,18300,1934,6,3
1934-06-04,17200,1934,6,4
1934-06-05,15500,1934,6,5
1934-06-06,14400,1934,6,6
1934-06-07,13000,1934,6,7
1934-06-08,12300,1934,6,8
1934-06-09,11700,1934,6,9
1934-06-10,10800,1934,6,10
1934-06-11,10200,1934,6,11
1934-06-12,9480,1934,6,12
1934-06-13,8620,1934,6,13
1934-06-14,7860,1934,6,14
1934-06-15,7440,1934,6,15
1934-06-16,6850,1934,6,16
1934-06-17,6260,1934,6,17
1934-06-18,5780,1934,6,18
1934-06-19,5480,1934,6,19
1934-06-20,5190,1934,6,20
1934-06-21,4790,1934,6,21
1934-06-22,4550,1934,6,22
1934-06-23,4290,1934,6,23
1934-06-24,4120,1934,6,24
1934-06-25,3860,1934,6,25
1934-06-26,3590,1934,6,26
1934-06-27,3280,1934,6,27
1934-06-28,3070,1934,6,28
1934-06-29,2900,1934,6,29
1934-06-30,2810,1934,6,30
1934-07-01,2850,1934,7,1
1934-07-02,2940,1934,7,2
1934-07-03,2950,1934,7,3
1934-07-04,2940,1934,7,4
1934-07-05,2780,1934,7,5
1934-07-06,2690,1934,7,6
1934-07-07,2560,1934,7,7
1934-07-08,2390,1934,7,8
1934-07-09,2240,1934,7,9
1934-07-10,2150,1934,7,10
1934-07-11,2120,1934,7,11
1934-07-12,2040,1934,7,12
1934-07-13,1990,1934,7,13
1934-07-14,1920,1934,7,14
1934-07-15,1820,1934,7,15
1934-07-16,1790,1934,7,16
1934-07-17,1710,1934,7,17
1934-07-18,1600,1934,7,18
1934-07-19,1530,1934,7,19
1934-07-20,1450,1934,7,20
1934-07-21,1630,1934,7,21
1934-07-22,1600,1934,7,22
1934-07-23,1460,1934,7,23
1934-07-24,1640,1934,7,24
1934-07-25,1720,1934,7,25
1934-07-26,2100,1934,7,26
1934-07-27,2320,1934,7,27
1934-07-28,1810,1934,7,28
1934-07-29,1920,1934,7,29
1934-07-30,2610,1934,7,30
1934-07-31,2540,1934,7,31
1934-08-01,2140,1934,8,1
1934-08-02,1820,1934,8,2
1934-08-03,1760,1934,8,3
1934-08-04,1810,1934,8,4
1934-08-05,1810,1934,8,5
1934-08-06,1560,1934,8,6
1934-08-07,1350,1934,8,7
1934-08-08,1230,1934,8,8
1934-08-09,1110,1934,8,9
1934-08-10,1110,1934,8,10
1934-08-11,1340,1934,8,11
1934-08-12,1200,1934,8,12
1934-08-13,1360,1934,8,13
1934-08-14,1470,1934,8,14
1934-08-15,1450,1934,8,15
1934-08-16,1370,1934,8,16
1934-08-17,1480,1934,8,17
1934-08-18,1910,1934,8,18
1934-08-19,2460,1934,8,19
1934-08-20,2120,1934,8,20
1934-08-21,2610,1934,8,21
1934-08-22,2390,1934,8,22
1934-08-23,2040,1934,8,23
1934-08-24,2110,1934,8,24
1934-08-25,2240,1934,8,25
1934-08-26,2210,1934,8,26
1934-08-27,2200,1934,8,27
1934-08-28,2780,1934,8,28
1934-08-29,2510,1934,8,29
1934-08-30,5150,1934,8,30
1934-08-31,6020,1934,8,31
1934-09-01,3740,1934,9,1
1934-09-02,3180,1934,9,2
1934-09-03,2460,1934,9,3
1934-09-04,2120,1934,9,4
1934-09-05,2080,1934,9,5
1934-09-06,2240,1934,9,6
1934-09-07,2200,1934,9,7
1934-09-08,1980,1934,9,8
1934-09-09,1820,1934,9,9
1934-09-10,1840,1934,9,10
1934-09-11,1980,1934,9,11
1934-09-12,1860,1934,9,12
1934-09-13,1710,1934,9,13
1934-09-14,1550,1934,9,14
1934-09-15,1520,1934,9,15
1934-09-16,1700,1934,9,16
1934-09-17,2010,1934,9,17
1934-09-18,2070,1934,9,18
1934-09-19,2270,1934,9,19
1934-09-20,2340,1934,9,20
1934-09-21,2110,1934,9,21
1934-09-22,1880,1934,9,22
1934-09-23,1670,1934,9,23
1934-09-24,1560,1934,9,24
1934-09-25,1500,1934,9,25
1934-09-26,1440,1934,9,26
1934-09-27,4390,1934,9,27
1934-09-28,3840,1934,9,28
1934-09-29,3160,1934,9,29
1934-09-30,2760,1934,9,30
1934-10-01,2770,1934,10,1
1934-10-02,3240,1934,10,2
1934-10-03,3120,1934,10,3
1934-10-04,2830,1934,10,4
1934-10-05,2720,1934,10,5
1934-10-06,2680,1934,10,6
1934-10-07,2640,1934,10,7
1934-10-08,2590,1934,10,8
1934-10-09,2610,1934,10,9
1934-10-10,2570,1934,10,10
1934-10-11,2450,1934,10,11
1934-10-12,2340,1934,10,12
1934-10-13,2300,1934,10,13
1934-10-14,2220,1934,10,14
1934-10-15,2250,1934,10,15
1934-10-16,2170,1934,10,16
1934-10-17,2090,1934,10,17
1934-10-18,2270,1934,10,18
1934-10-19,2200,1934,10,19
1934-10-20,2170,1934,10,20
1934-10-21,2280,1934,10,21
1934-10-22,2400,1934,10,22
1934-10-23,2280,1934,10,23
1934-10-24,2300,1934,10,24
1934-10-25,2350,1934,10,25
1934-10-26,2400,1934,10,26
1934-10-27,2340,1934,10,27
1934-10-28,2520,1934,10,28
1934-10-29,2560,1934,10,29
1934-10-30,2440,1934,10,30
1934-10-31,2490,1934,10,31
1934-11-01,2540,1934,11,1
1934-11-02,2490,1934,11,2
1934-11-03,2400,1934,11,3
1934-11-04,2390,1934,11,4
1934-11-05,2450,1934,11,5
1934-11-06,2450,1934,11,6
1934-11-07,2400,1934,11,7
1934-11-08,2370,1934,11,8
1934-11-09,2450,1934,11,9
1934-11-10,2610,1934,11,10
1934-11-11,2750,1934,11,11
1934-11-12,2700,1934,11,12
1934-11-13,2720,1934,11,13
1934-11-14,2860,1934,11,14
1934-11-15,3020,1934,11,15
1934-11-16,3060,1934,11,16
1934-11-17,3080,1934,11,17
1934-11-18,3040,1934,11,18
1934-11-19,3100,1934,11,19
1934-11-20,3240,1934,11,20
1934-11-21,3520,1934,11,21
1934-11-22,3430,1934,11,22
1934-11-23,3540,1934,11,23
1934-11-24,3480,1934,11,24
1934-11-25,3650,1934,11,25
1934-11-26,3650,1934,11,26
1934-11-27,3690,1934,11,27
1934-11-28,3760,1934,11,28
1934-11-29,3760,1934,11,29
1934-11-30,3600,1934,11,30
1934-12-01,3560,1934,12,1
1934-12-02,3710,1934,12,2
1934-12-03,3780,1934,12,3
1934-12-04,3760,1934,12,4
1934-12-05,3580,1934,12,5
1934-12-06,3520,1934,12,6
1934-12-07,3350,1934,12,7
1934-12-08,3080,1934,12,8
1934-12-09,2850,1934,12,9
1934-12-10,2680,1934,12,10
1934-12-11,2590,1934,12,11
1934-12-12,2610,1934,12,12
1934-12-13,2810,1934,12,13
1934-12-14,3220,1934,12,14
1934-12-15,3600,1934,12,15
1934-12-16,3650,1934,12,16
1934-12-17,4050,1934,12,17
1934-12-18,4340,1934,12,18
1934-12-19,4200,1934,12,19
1934-12-20,4150,1934,12,20
1934-12-21,4270,1934,12,21
1934-12-22,4320,1934,12,22
1934-12-23,4200,1934,12,23
1934-12-24,4080,1934,12,24
1934-12-25,3940,1934,12,25
1934-12-26,3960,1934,12,26
1934-12-27,4050,1934,12,27
1934-12-28,4130,1934,12,28
1934-12-29,4250,1934,12,29
1934-12-30,4150,1934,12,30
1934-12-31,4170,1934,12,31
1935-01-01,4150,1935,1,1
1935-01-02,4100,1935,1,2
1935-01-03,4150,1935,1,3
1935-01-04,4100,1935,1,4
1935-01-05,3940,1935,1,5
1935-01-06,3870,1935,1,6
1935-01-07,3580,1935,1,7
1935-01-08,3500,1935,1,8
1935-01-09,3540,1935,1,9
1935-01-10,3520,1935,1,10
1935-01-11,3870,1935,1,11
1935-01-12,4700,1935,1,12
1935-01-13,5420,1935,1,13
1935-01-14,5190,1935,1,14
1935-01-15,4940,1935,1,15
1935-01-16,5190,1935,1,16
1935-01-17,5890,1935,1,17
1935-01-18,5450,1935,1,18
1935-01-19,5160,1935,1,19
1935-01-20,4830,1935,1,20
1935-01-21,4650,1935,1,21
1935-01-22,4250,1935,1,22
1935-01-23,3700,1935,1,23
1935-01-24,2950,1935,1,24
1935-01-25,2610,1935,1,25
1935-01-26,2540,1935,1,26
1935-01-27,2490,1935,1,27
1935-01-28,2750,1935,1,28
1935-01-29,3350,1935,1,29
1935-01-30,4420,1935,1,30
1935-01-31,5050,1935,1,31
1935-02-01,5100,1935,2,1
1935-02-02,5000,1935,2,2
1935-02-03,4950,1935,2,3
1935-02-04,5150,1935,2,4
1935-02-05,5160,1935,2,5
1935-02-06,5160,1935,2,6
1935-02-07,4890,1935,2,7
1935-02-08,4780,1935,2,8
1935-02-09,4750,1935,2,9
1935-02-10,4890,1935,2,10
1935-02-11,5080,1935,2,11
1935-02-12,5000,1935,2,12
1935-02-13,4860,1935,2,13
1935-02-14,5000,1935,2,14
1935-02-15,4890,1935,2,15
1935-02-16,5020,1935,2,16
1935-02-17,4920,1935,2,17
1935-02-18,4970,1935,2,18
1935-02-19,4920,1935,2,19
1935-02-20,4780,1935,2,20
1935-02-21,4600,1935,2,21
1935-02-22,4370,1935,2,22
1935-02-23,4270,1935,2,23
1935-02-24,4300,1935,2,24
1935-02-25,4750,1935,2,25
1935-02-26,5270,1935,2,26
1935-02-27,5360,1935,2,27
1935-02-28,5190,1935,2,28
1935-03-01,5190,1935,3,1
1935-03-02,5110,1935,3,2
1935-03-03,4920,1935,3,3
1935-03-04,4750,1935,3,4
1935-03-05,4420,1935,3,5
1935-03-06,4650,1935,3,6
1935-03-07,5160,1935,3,7
1935-03-08,5330,1935,3,8
1935-03-09,5360,1935,3,9
1935-03-10,5480,1935,3,10
1935-03-11,5360,1935,3,11
1935-03-12,5220,1935,3,12
1935-03-13,5200,1935,3,13
1935-03-14,5020,1935,3,14
1935-03-15,4830,1935,3,15
1935-03-16,4830,1935,3,16
1935-03-17,4830,1935,3,17
1935-03-18,5500,1935,3,18
1935-03-19,5740,1935,3,19
1935-03-20,5770,1935,3,20
1935-03-21,5770,1935,3,21
1935-03-22,5860,1935,3,22
1935-03-23,5950,1935,3,23
1935-03-24,6080,1935,3,24
1935-03-25,6230,1935,3,25
1935-03-26,6390,1935,3,26
1935-03-27,6110,1935,3,27
1935-03-28,6140,1935,3,28
1935-03-29,6200,1935,3,29
1935-03-30,6230,1935,3,30
1935-03-31,6490,1935,3,31
1935-04-01,6680,1935,4,1
1935-04-02,7000,1935,4,2
1935-04-03,7610,1935,4,3
1935-04-04,7610,1935,4,4
1935-04-05,7860,1935,4,5
1935-04-06,8820,1935,4,6
1935-04-07,9510,1935,4,7
1935-04-08,9470,1935,4,8
1935-04-09,9740,1935,4,9
1935-04-10,11300,1935,4,10
1935-04-11,10600,1935,4,11
1935-04-12,11700,1935,4,12
1935-04-13,9580,1935,4,13
1935-04-14,9240,1935,4,14
1935-04-15,8780,1935,4,15
1935-04-16,8460,1935,4,16
1935-04-17,8930,1935,4,17
1935-04-18,10400,1935,4,18
1935-04-19,12100,1935,4,19
1935-04-20,13100,1935,4,20
1935-04-21,13600,1935,4,21
1935-04-22,14000,1935,4,22
1935-04-23,13400,1935,4,23
1935-04-24,13100,1935,4,24
1935-04-25,13100,1935,4,25
1935-04-26,14400,1935,4,26
1935-04-27,16400,1935,4,27
1935-04-28,15200,1935,4,28
1935-04-29,13700,1935,4,29
1935-04-30,13300,1935,4,30
1935-05-01,13400,1935,5,1
1935-05-02,14200,1935,5,2
1935-05-03,15900,1935,5,3
1935-05-04,16400,1935,5,4
1935-05-05,17000,1935,5,5
1935-05-06,15200,1935,5,6
1935-05-07,14000,1935,5,7
1935-05-08,13200,1935,5,8
1935-05-09,13100,1935,5,9
1935-05-10,12700,1935,5,10
1935-05-11,12600,1935,5,11
1935-05-12,13700,1935,5,12
1935-05-13,15300,1935,5,13
1935-05-14,17500,1935,5,14
1935-05-15,19600,1935,5,15
1935-05-16,22900,1935,5,16
1935-05-17,24900,1935,5,17
1935-05-18,23700,1935,5,18
1935-05-19,24100,1935,5,19
1935-05-20,25000,1935,5,20
1935-05-21,26000,1935,5,21
1935-05-22,28200,1935,5,22
1935-05-23,32000,1935,5,23
1935-05-24,29300,1935,5,24
1935-05-25,26400,1935,5,25
1935-05-26,26800,1935,5,26
1935-05-27,28600,1935,5,27
1935-05-28,34800,1935,5,28
1935-05-29,39100,1935,5,29
1935-05-30,43500,1935,5,30
1935-05-31,47500,1935,5,31
1935-06-01,49200,1935,6,1
1935-06-02,49300,1935,6,2
1935-06-03,49800,1935,6,3
1935-06-04,48200,1935,6,4
1935-06-05,44900,1935,6,5
1935-06-06,45300,1935,6,6
1935-06-07,48000,1935,6,7
1935-06-08,53300,1935,6,8
1935-06-09,55500,1935,6,9
1935-06-10,61900,1935,6,10
1935-06-11,65900,1935,6,11
1935-06-12,70500,1935,6,12
1935-06-13,78100,1935,6,13
1935-06-14,84400,1935,6,14
1935-06-15,86300,1935,6,15
1935-06-16,90000,1935,6,16
1935-06-17,96800,1935,6,17
1935-06-18,104000,1935,6,18
1935-06-19,98000,1935,6,19
1935-06-20,85800,1935,6,20
1935-06-21,78500,1935,6,21
1935-06-22,74400,1935,6,22
1935-06-23,75000,1935,6,23
1935-06-24,71900,1935,6,24
1935-06-25,67800,1935,6,25
1935-06-26,63800,1935,6,26
1935-06-27,62000,1935,6,27
1935-06-28,56600,1935,6,28
1935-06-29,53500,1935,6,29
1935-06-30,49800,1935,6,30
1935-07-01,46000,1935,7,1
1935-07-02,42800,1935,7,2
1935-07-03,40700,1935,7,3
1935-07-04,38300,1935,7,4
1935-07-05,36200,1935,7,5
1935-07-06,34300,1935,7,6
1935-07-07,32100,1935,7,7
1935-07-08,30900,1935,7,8
1935-07-09,28600,1935,7,9
1935-07-10,27200,1935,7,10
1935-07-11,26000,1935,7,11
1935-07-12,25000,1935,7,12
1935-07-13,24100,1935,7,13
1935-07-14,23900,1935,7,14
1935-07-15,23200,1935,7,15
1935-07-16,22200,1935,7,16
1935-07-17,21600,1935,7,17
1935-07-18,20000,1935,7,18
1935-07-19,18200,1935,7,19
1935-07-20,20400,1935,7,20
1935-07-21,17700,1935,7,21
1935-07-22,17100,1935,7,22
1935-07-23,17400,1935,7,23
1935-07-24,15900,1935,7,24
1935-07-25,15600,1935,7,25
1935-07-26,14700,1935,7,26
1935-07-27,14100,1935,7,27
1935-07-28,13300,1935,7,28
1935-07-29,12300,1935,7,29
1935-07-30,11200,1935,7,30
1935-07-31,10700,1935,7,31
1935-08-01,10700,1935,8,1
1935-08-02,10400,1935,8,2
1935-08-03,9740,1935,8,3
1935-08-04,9620,1935,8,4
1935-08-05,9970,1935,8,5
1935-08-06,9700,1935,8,6
1935-08-07,9740,1935,8,7
1935-08-08,9540,1935,8,8
1935-08-09,9310,1935,8,9
1935-08-10,8930,1935,8,10
1935-08-11,9120,1935,8,11
1935-08-12,8820,1935,8,12
1935-08-13,8060,1935,8,13
1935-08-14,7920,1935,8,14
1935-08-15,7860,1935,8,15
1935-08-16,8560,1935,8,16
1935-08-17,7510,1935,8,17
1935-08-18,7720,1935,8,18
1935-08-19,7230,1935,8,19
1935-08-20,7340,1935,8,20
1935-08-21,7920,1935,8,21
1935-08-22,7100,1935,8,22
1935-08-23,7230,1935,8,23
1935-08-24,6490,1935,8,24
1935-08-25,6770,1935,8,25
1935-08-26,6650,1935,8,26
1935-08-27,8600,1935,8,27
1935-08-28,8930,1935,8,28
1935-08-29,8820,1935,8,29
1935-08-30,7890,1935,8,30
1935-08-31,8170,1935,8,31
1935-09-01,8900,1935,9,1
1935-09-02,9350,1935,9,2
1935-09-03,9270,1935,9,3
1935-09-04,8560,1935,9,4
1935-09-05,7770,1935,9,5
1935-09-06,7170,1935,9,6
1935-09-07,6550,1935,9,7
1935-09-08,6110,1935,9,8
1935-09-09,5890,1935,9,9
1935-09-10,5950,1935,9,10
1935-09-11,5530,1935,9,11
1935-09-12,5500,1935,9,12
1935-09-13,6170,1935,9,13
1935-09-14,6140,1935,9,14
1935-09-15,6520,1935,9,15
1935-09-16,6970,1935,9,16
1935-09-17,6200,1935,9,17
1935-09-18,5530,1935,9,18
1935-09-19,5130,1935,9,19
1935-09-20,5250,1935,9,20
1935-09-21,4860,1935,9,21
1935-09-22,4440,1935,9,22
1935-09-23,4130,1935,9,23
1935-09-24,3890,1935,9,24
1935-09-25,3900,1935,9,25
1935-09-26,4000,1935,9,26
1935-09-27,12200,1935,9,27
1935-09-28,11400,1935,9,28
1935-09-29,10900,1935,9,29
1935-09-30,20000,1935,9,30
1935-10-01,10600,1935,10,1
1935-10-02,8820,1935,10,2
1935-10-03,8420,1935,10,3
1935-10-04,7780,1935,10,4
1935-10-05,7230,1935,10,5
1935-10-06,6810,1935,10,6
1935-10-07,6520,1935,10,7
1935-10-08,6290,1935,10,8
1935-10-09,5980,1935,10,9
1935-10-10,5680,1935,10,10
1935-10-11,5450,1935,10,11
1935-10-12,5270,1935,10,12
1935-10-13,5080,1935,10,13
1935-10-14,4860,1935,10,14
1935-10-15,4700,1935,10,15
1935-10-16,4700,1935,10,16
1935-10-17,4620,1935,10,17
1935-10-18,4440,1935,10,18
1935-10-19,4520,1935,10,19
1935-10-20,4440,1935,10,20
1935-10-21,4520,1935,10,21
1935-10-22,4270,1935,10,22
1935-10-23,5050,1935,10,23
1935-10-24,5160,1935,10,24
1935-10-25,5110,1935,10,25
1935-10-26,4780,1935,10,26
1935-10-27,4650,1935,10,27
1935-10-28,4730,1935,10,28
1935-10-29,4650,1935,10,29
1935-10-30,4730,1935,10,30
1935-10-31,4920,1935,10,31
1935-11-01,4860,1935,11,1
1935-11-02,4860,1935,11,2
1935-11-03,5000,1935,11,3
1935-11-04,5050,1935,11,4
1935-11-05,5110,1935,11,5
1935-11-06,5130,1935,11,6
1935-11-07,5330,1935,11,7
1935-11-08,5360,1935,11,8
1935-11-09,5390,1935,11,9
1935-11-10,5420,1935,11,10
1935-11-11,5420,1935,11,11
1935-11-12,5360,1935,11,12
1935-11-13,5500,1935,11,13
1935-11-14,5710,1935,11,14
1935-11-15,5680,1935,11,15
1935-11-16,5650,1935,11,16
1935-11-17,5500,1935,11,17
1935-11-18,5330,1935,11,18
1935-11-19,5390,1935,11,19
1935-11-20,5270,1935,11,20
1935-11-21,5330,1935,11,21
1935-11-22,5450,1935,11,22
1935-11-23,5390,1935,11,23
1935-11-24,5450,1935,11,24
1935-11-25,5560,1935,11,25
1935-11-26,5530,1935,11,26
1935-11-27,5530,1935,11,27
1935-11-28,5360,1935,11,28
1935-11-29,5330,1935,11,29
1935-11-30,5390,1935,11,30
1935-12-01,5480,1935,12,1
1935-12-02,5500,1935,12,2
1935-12-03,5480,1935,12,3
1935-12-04,5360,1935,12,4
1935-12-05,6360,1935,12,5
1935-12-06,5770,1935,12,6
1935-12-07,5110,1935,12,7
1935-12-08,4700,1935,12,8
1935-12-09,4620,1935,12,9
1935-12-10,4620,1935,12,10
1935-12-11,4520,1935,12,11
1935-12-12,4580,1935,12,12
1935-12-13,4640,1935,12,13
1935-12-14,4700,1935,12,14
1935-12-15,4570,1935,12,15
1935-12-16,4370,1935,12,16
1935-12-17,4220,1935,12,17
1935-12-18,4300,1935,12,18
1935-12-19,4400,1935,12,19
1935-12-20,4250,1935,12,20
1935-12-21,3780,1935,12,21
1935-12-22,3120,1935,12,22
1935-12-23,2920,1935,12,23
1935-12-24,2940,1935,12,24
1935-12-25,2940,1935,12,25
1935-12-26,2980,1935,12,26
1935-12-27,3040,1935,12,27
1935-12-28,3290,1935,12,28
1935-12-29,3500,1935,12,29
1935-12-30,3780,1935,12,30
1935-12-31,3480,1935,12,31
1936-01-01,3410,1936,1,1
1936-01-02,3670,1936,1,2
1936-01-03,3890,1936,1,3
1936-01-04,3780,1936,1,4
1936-01-05,3960,1936,1,5
1936-01-06,4080,1936,1,6
1936-01-07,4010,1936,1,7
1936-01-08,3920,1936,1,8
1936-01-09,3620,1936,1,9
1936-01-10,3980,1936,1,10
1936-01-11,4220,1936,1,11
1936-01-12,4200,1936,1,12
1936-01-13,4080,1936,1,13
1936-01-14,4050,1936,1,14
1936-01-15,4170,1936,1,15
1936-01-16,4370,1936,1,16
1936-01-17,4650,1936,1,17
1936-01-18,4860,1936,1,18
1936-01-19,4890,1936,1,19
1936-01-20,4680,1936,1,20
1936-01-21,4570,1936,1,21
1936-01-22,4470,1936,1,22
1936-01-23,4400,1936,1,23
1936-01-24,4270,1936,1,24
1936-01-25,4170,1936,1,25
1936-01-26,4080,1936,1,26
1936-01-27,4170,1936,1,27
1936-01-28,4400,1936,1,28
1936-01-29,4520,1936,1,29
1936-01-30,4780,1936,1,30
1936-01-31,4940,1936,1,31
1936-02-01,5110,1936,2,1
1936-02-02,5050,1936,2,2
1936-02-03,5220,1936,2,3
1936-02-04,5250,1936,2,4
1936-02-05,5390,1936,2,5
1936-02-06,5000,1936,2,6
1936-02-07,4620,1936,2,7
1936-02-08,4780,1936,2,8
1936-02-09,4920,1936,2,9
1936-02-10,4730,1936,2,10
1936-02-11,4320,1936,2,11
1936-02-12,4220,1936,2,12
1936-02-13,4470,1936,2,13
1936-02-14,4550,1936,2,14
1936-02-15,4750,1936,2,15
1936-02-16,5020,1936,2,16
1936-02-17,5740,1936,2,17
1936-02-18,6140,1936,2,18
1936-02-19,6330,1936,2,19
1936-02-20,6170,1936,2,20
1936-02-21,6200,1936,2,21
1936-02-22,6330,1936,2,22
1936-02-23,5890,1936,2,23
1936-02-24,6200,1936,2,24
1936-02-25,6550,1936,2,25
1936-02-26,5890,1936,2,26
1936-02-27,6040,1936,2,27
1936-02-28,6900,1936,2,28
1936-02-29,6810,1936,2,29
1936-03-01,6360,1936,3,1
1936-03-02,5860,1936,3,2
1936-03-03,5480,1936,3,3
1936-03-04,5330,1936,3,4
1936-03-05,6580,1936,3,5
1936-03-06,8060,1936,3,6
1936-03-07,8310,1936,3,7
1936-03-08,8420,1936,3,8
1936-03-09,7820,1936,3,9
1936-03-10,7510,1936,3,10
1936-03-11,7610,1936,3,11
1936-03-12,7920,1936,3,12
1936-03-13,8280,1936,3,13
1936-03-14,8140,1936,3,14
1936-03-15,7820,1936,3,15
1936-03-16,8170,1936,3,16
1936-03-17,8490,1936,3,17
1936-03-18,8420,1936,3,18
1936-03-19,8350,1936,3,19
1936-03-20,7920,1936,3,20
1936-03-21,7780,1936,3,21
1936-03-22,7540,1936,3,22
1936-03-23,7680,1936,3,23
1936-03-24,7640,1936,3,24
1936-03-25,7540,1936,3,25
1936-03-26,7610,1936,3,26
1936-03-27,7130,1936,3,27
1936-03-28,6810,1936,3,28
1936-03-29,7000,1936,3,29
1936-03-30,6770,1936,3,30
1936-03-31,6390,1936,3,31
1936-04-01,6490,1936,4,1
1936-04-02,6740,1936,4,2
1936-04-03,6870,1936,4,3
1936-04-04,7300,1936,4,4
1936-04-05,6710,1936,4,5
1936-04-06,6870,1936,4,6
1936-04-07,7040,1936,4,7
1936-04-08,6550,1936,4,8
1936-04-09,6290,1936,4,9
1936-04-10,6260,1936,4,10
1936-04-11,6580,1936,4,11
1936-04-12,8240,1936,4,12
1936-04-13,8000,1936,4,13
1936-04-14,8900,1936,4,14
1936-04-15,11000,1936,4,15
1936-04-16,14300,1936,4,16
1936-04-17,17800,1936,4,17
1936-04-18,21800,1936,4,18
1936-04-19,23800,1936,4,19
1936-04-20,29800,1936,4,20
1936-04-21,34200,1936,4,21
1936-04-22,36000,1936,4,22
1936-04-23,39100,1936,4,23
1936-04-24,41500,1936,4,24
1936-04-25,45600,1936,4,25
1936-04-26,49900,1936,4,26
1936-04-27,50400,1936,4,27
1936-04-28,51400,1936,4,28
1936-04-29,51100,1936,4,29
1936-04-30,51200,1936,4,30
1936-05-01,50800,1936,5,1
1936-05-02,51200,1936,5,2
1936-05-03,47900,1936,5,3
1936-05-04,45800,1936,5,4
1936-05-05,44800,1936,5,5
1936-05-06,48300,1936,5,6
1936-05-07,55300,1936,5,7
1936-05-08,63400,1936,5,8
1936-05-09,66700,1936,5,9
1936-05-10,60400,1936,5,10
1936-05-11,54200,1936,5,11
1936-05-12,48800,1936,5,12
1936-05-13,43900,1936,5,13
1936-05-14,41700,1936,5,14
